X,Y,OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY_1221,USPS_ZIP_PREF_STATE_1221,LATITUDE,LONGITUDE,LAT,LGT
-65.446120704,18.145612106,84,00765,VIEQUES,PR,18.145612106,-65.446120704,18.145612106,-65.446120704
-66.496020874,18.1282708800001,85,00766,VILLALBA,PR,18.12827088,-66.496020874,18.12827088,-66.496020874
-65.8669285559999,18.0596033480001,86,00767,YABUCOA,PR,18.059603348,-65.866928556,18.059603348,-65.866928556
-66.3671292669999,18.0737806980001,87,00769,COAMO,PR,18.073780698,-66.367129267,18.073780698,-66.367129267
-65.877084703,18.188900733,88,00771,LAS PIEDRAS,PR,18.188900733,-65.877084703,18.188900733,-65.877084703
-65.869078411,18.4320752140001,89,00772,LOIZA,PR,18.432075214,-65.869078411,18.432075214,-65.869078411
-65.718050276,18.3730492550001,90,00773,LUQUILLO,PR,18.373049255,-65.718050276,18.373049255,-65.718050276
-65.921348737,18.2285006170001,91,00777,JUNCOS,PR,18.228500617,-65.921348737,18.228500617,-65.921348737
-65.97675054,18.2506145790001,92,00778,GURABO,PR,18.250614579,-65.97675054,18.250614579,-65.97675054
-66.5535393279999,18.050963917,93,00780,COTO LAUREL,PR,18.050963917,-66.553539328,18.050963917,-66.553539328
-66.227071299,18.2213999100001,94,00782,COMERIO,PR,18.22139991,-66.227071299,18.22139991,-66.227071299
-66.3198506109999,18.3389527,95,00783,COROZAL,PR,18.3389527,-66.319850611,18.3389527,-66.319850611
-66.1157135349999,17.980905625,96,00784,GUAYAMA,PR,17.980905625,-66.115713535,17.980905625,-66.115713535
-66.1102999999999,17.9848000000001,97,00785,GUAYAMA,PR,17.9848,-66.1103,17.9848,-66.1103
-65.8253882769999,18.1282199460001,98,00791,HUMACAO,PR,18.128219946,-65.825388277,18.128219946,-65.825388277
-65.822041,18.150243,99,00792,HUMACAO,PR,18.150243,-65.822041,18.150243,-65.822041
-66.311882754,18.1874179750001,100,00794,BARRANQUITAS,PR,18.187417975,-66.311882754,18.187417975,-66.311882754
-66.50821587,18.038068014,101,00795,JUANA DIAZ,PR,18.038068014,-66.50821587,18.038068014,-66.50821587
-64.9132999999999,18.3388,102,00801,ST THOMAS,VI,18.3388,-64.9133,18.3388,-64.9133
-64.9106567599999,18.338575169,103,00802,ST THOMAS,VI,18.338575169,-64.91065676,18.338575169,-64.91065676
-64.9132999999999,18.3388,104,00803,ST THOMAS,VI,18.3388,-64.9133,18.3388,-64.9133
-64.9132999999999,18.3388,105,00804,ST THOMAS,VI,18.3388,-64.9133,18.3388,-64.9133
-64.713550072,17.743487943,106,00820,CHRISTIANSTED,VI,17.743487943,-64.713550072,17.743487943,-64.713550072
-64.7506,18.3356000000001,107,00830,ST JOHN,VI,18.3356,-64.7506,18.3356,-64.7506
-64.7782999999999,18.3169,108,00831,ST JOHN,VI,18.3169,-64.7783,18.3169,-64.7783
-64.8453645879999,17.714787706,109,00840,FREDERIKSTED,VI,17.714787706,-64.845364588,17.714787706,-64.845364588
-64.7962381149999,17.7286221430001,110,00850,KINGSHILL,VI,17.728622143,-64.796238115,17.728622143,-64.796238115
-66.107039411,18.464787217,111,00901,SAN JUAN,PR,18.464787217,-66.107039411,18.464787217,-66.107039411
-66.112205,18.464976,112,00902,SAN JUAN,PR,18.464976,-66.112205,18.464976,-66.112205
-66.075316894,18.453258991,113,00907,SAN JUAN,PR,18.453258991,-66.075316894,18.453258991,-66.075316894
-66.082523,18.455494,114,00908,SAN JUAN,PR,18.455494,-66.082523,18.455494,-66.082523
-66.068346086,18.44301253,115,00909,SAN JUAN,PR,18.44301253,-66.068346086,18.44301253,-66.068346086
-66.069513,18.444244,116,00910,SAN JUAN,PR,18.444244,-66.069513,18.444244,-66.069513
-66.059617686,18.448284514,117,00911,SAN JUAN,PR,18.448284514,-66.059617686,18.448284514,-66.059617686
-66.0601303679999,18.445441031,118,00912,SAN JUAN,PR,18.445441031,-66.060130368,18.445441031,-66.060130368
-66.0432427819999,18.451144641,119,00913,SAN JUAN,PR,18.451144641,-66.043242782,18.451144641,-66.043242782
-66.055292,18.45104,120,00914,SAN JUAN,PR,18.45104,-66.055292,18.45104,-66.055292
-66.047652628,18.437415935,121,00915,SAN JUAN,PR,18.437415935,-66.047652628,18.437415935,-66.047652628
-66.0535,18.4396,122,00916,SAN JUAN,PR,18.4396,-66.0535,18.4396,-66.0535
-66.050268965,18.421373123,123,00917,SAN JUAN,PR,18.421373123,-66.050268965,18.421373123,-66.050268965
-66.0630445309999,18.4164469680001,124,00918,SAN JUAN,PR,18.416446968,-66.063044531,18.416446968,-66.063044531
-66.0699079999999,18.427066,125,00919,SAN JUAN,PR,18.427066,-66.069908,18.427066,-66.069908
-66.0897688319999,18.4095282480001,126,00920,SAN JUAN,PR,18.409528248,-66.089768832,18.409528248,-66.089768832
-66.088966839,18.392889752,127,00921,SAN JUAN,PR,18.392889752,-66.088966839,18.392889752,-66.088966839
-66.1025999999999,18.4116000000001,128,00922,SAN JUAN,PR,18.4116,-66.1026,18.4116,-66.1026
-66.036896149,18.4105050050001,129,00923,SAN JUAN,PR,18.410505005,-66.036896149,18.410505005,-66.036896149
-66.0140662599999,18.3997497840001,130,00924,SAN JUAN,PR,18.399749784,-66.01406626,18.399749784,-66.01406626
-66.053150526,18.4028640390001,131,00925,SAN JUAN,PR,18.402864039,-66.053150526,18.402864039,-66.053150526
-66.056467659,18.3681784230001,132,00926,SAN JUAN,PR,18.368178423,-66.056467659,18.368178423,-66.056467659
-66.069099153,18.392474705,133,00927,SAN JUAN,PR,18.392474705,-66.069099153,18.392474705,-66.069099153
-66.048371,18.397653,134,00928,SAN JUAN,PR,18.397653,-66.048371,18.397653,-66.048371
-66.0108269999999,18.3972620000001,135,00929,SAN JUAN,PR,18.397262,-66.010827,18.397262,-66.010827
-66.048357,18.397654,136,00931,SAN JUAN,PR,18.397654,-66.048357,18.397654,-66.048357
-66.113111842,18.4175065790001,137,00934,FORT BUCHANAN,PR,18.417506579,-66.113111842,18.417506579,-66.113111842
-66.076112623,18.417514069,138,00936,SAN JUAN,PR,18.417514069,-66.076112623,18.417514069,-66.076112623
-65.9965,18.4428,139,00937,SAN JUAN,PR,18.4428,-65.9965,18.4428,-65.9965
-66.0685,18.4441,140,00940,SAN JUAN,PR,18.4441,-66.0685,18.4441,-66.0685
-66.19493826,18.435878573,141,00949,TOA BAJA,PR,18.435878573,-66.19493826,18.435878573,-66.19493826
-66.2112999999999,18.4113,142,00950,TOA BAJA,PR,18.4113,-66.2113,18.4113,-66.2113
-66.2112999999999,18.4113,143,00951,TOA BAJA,PR,18.4113,-66.2113,18.4113,-66.2113
-66.183558005,18.430213614,144,00952,SABANA SECA,PR,18.430213614,-66.183558005,18.430213614,-66.183558005
-66.226007653,18.385037126,145,00953,TOA ALTA,PR,18.385037126,-66.226007653,18.385037126,-66.226007653
-66.2488,18.3869,146,00954,TOA ALTA,PR,18.3869,-66.2488,18.3869,-66.2488
-66.1614870229999,18.3634538760001,147,00956,BAYAMON,PR,18.363453876,-66.161487023,18.363453876,-66.161487023
-66.1818803359999,18.369783742,148,00957,BAYAMON,PR,18.369783742,-66.181880336,18.369783742,-66.181880336
-66.1722,18.3802000000001,149,00958,BAYAMON,PR,18.3802,-66.1722,18.3802,-66.1722
-66.153656031,18.392004699,150,00959,BAYAMON,PR,18.392004699,-66.153656031,18.392004699,-66.153656031
-66.1559,18.3891,151,00960,BAYAMON,PR,18.3891,-66.1559,18.3891,-66.1559
-66.162426003,18.408185001,152,00961,BAYAMON,PR,18.408185001,-66.162426003,18.408185001,-66.162426003
-66.132299383,18.437152262,153,00962,CATANO,PR,18.437152262,-66.132299383,18.437152262,-66.132299383
-66.11905,18.4412790000001,154,00963,CATANO,PR,18.441279,-66.11905,18.441279,-66.11905
-66.116022804,18.4316135340001,155,00965,GUAYNABO,PR,18.431613534,-66.116022804,18.431613534,-66.116022804
-66.11441568,18.399080514,156,00966,GUAYNABO,PR,18.399080514,-66.11441568,18.399080514,-66.11441568
-66.1003366269999,18.405770589,157,00968,GUAYNABO,PR,18.405770589,-66.100336627,18.405770589,-66.100336627
-66.107213741,18.368267947,158,00969,GUAYNABO,PR,18.368267947,-66.107213741,18.368267947,-66.107213741
-66.1144619999999,18.357174,159,00970,GUAYNABO,PR,18.357174,-66.114462,18.357174,-66.114462
-66.1064308379999,18.3574925140001,160,00971,GUAYNABO,PR,18.357492514,-66.106430838,18.357492514,-66.106430838
-66.0170201409999,18.3638663940001,161,00976,TRUJILLO ALTO,PR,18.363866394,-66.017020141,18.363866394,-66.017020141
-66.123439,18.4367310000001,162,00977,TRUJILLO ALTO,PR,18.436731,-66.123439,18.436731,-66.123439
-66.018509845,18.4389275510001,163,00979,CAROLINA,PR,18.438927551,-66.018509845,18.438927551,-66.018509845
-65.9965,18.4428,164,00981,CAROLINA,PR,18.4428,-65.9965,18.4428,-65.9965
-65.992861831,18.4096286720001,165,00982,CAROLINA,PR,18.409628672,-65.992861831,18.409628672,-65.992861831
-65.976115713,18.4165979000001,166,00983,CAROLINA,PR,18.4165979,-65.976115713,18.4165979,-65.976115713
-65.9754,18.41,167,00984,CAROLINA,PR,18.41,-65.9754,18.41,-65.9754
-65.9594744839999,18.397783528,168,00985,CAROLINA,PR,18.397783528,-65.959474484,18.397783528,-65.959474484
-65.9561679999999,18.3798110000001,169,00986,CAROLINA,PR,18.379811,-65.956168,18.379811,-65.956168
-65.968133646,18.3732746700001,170,00987,CAROLINA,PR,18.37327467,-65.968133646,18.37327467,-65.968133646
-65.9791,18.3978000000001,171,00988,CAROLINA,PR,18.3978,-65.9791,18.3978,-65.9791
-72.622395732,42.070274935,172,01001,AGAWAM,MA,42.070274935,-72.622395732,42.070274935,-72.622395732
-72.5107987809999,42.3748736270001,173,01002,AMHERST,MA,42.374873627,-72.510798781,42.374873627,-72.510798781
-72.526067739,42.385094275,174,01003,AMHERST,MA,42.385094275,-72.526067739,42.385094275,-72.526067739
-72.5269722359999,42.3733134490001,175,01004,AMHERST,MA,42.373313449,-72.526972236,42.373313449,-72.526972236
-72.1119747549999,42.4134109890001,176,01005,BARRE,MA,42.413410989,-72.111974755,42.413410989,-72.111974755
-72.409057768,42.2735954340001,177,01007,BELCHERTOWN,MA,42.273595434,-72.409057768,42.273595434,-72.409057768
-72.945367876,42.186773788,178,01008,BLANDFORD,MA,42.186773788,-72.945367876,42.186773788,-72.945367876
-72.202494225,42.1333072800001,179,01010,BRIMFIELD,MA,42.13330728,-72.202494225,42.13330728,-72.202494225
-72.967189321,42.293923206,180,01011,CHESTER,MA,42.293923206,-72.967189321,42.293923206,-72.967189321
-72.840033982,42.3784546730001,181,01012,CHESTERFIELD,MA,42.378454673,-72.840033982,42.378454673,-72.840033982
-72.607864374,42.1623514730001,182,01013,CHICOPEE,MA,42.162351473,-72.607864374,42.162351473,-72.607864374
-72.6082279999999,42.145695,183,01014,CHICOPEE,MA,42.145695,-72.608228,42.145695,-72.608228
-72.5759850109999,42.1757725000001,184,01020,CHICOPEE,MA,42.1757725,-72.575985011,42.1757725,-72.575985011
-72.585325,42.1585200000001,185,01021,CHICOPEE,MA,42.15852,-72.585325,42.15852,-72.585325
-72.558936737,42.1950939800001,186,01022,CHICOPEE,MA,42.19509398,-72.558936737,42.19509398,-72.558936737
-72.9195705349999,42.4673899040001,187,01026,CUMMINGTON,MA,42.467389904,-72.919570535,42.467389904,-72.919570535
-72.677164773,42.2685473010001,188,01027,EASTHAMPTON,MA,42.268547301,-72.677164773,42.268547301,-72.677164773
-72.5066268739999,42.064168083,189,01028,EAST LONGMEADOW,MA,42.064168083,-72.506626874,42.064168083,-72.506626874
-72.674081917,42.07057072,190,01030,FEEDING HILLS,MA,42.07057072,-72.674081917,42.07057072,-72.674081917
-72.182769894,42.3292997090001,191,01031,GILBERTVILLE,MA,42.329299709,-72.182769894,42.329299709,-72.182769894
-72.82149931,42.4534662990001,192,01032,GOSHEN,MA,42.453466299,-72.82149931,42.453466299,-72.82149931
-72.5256987289999,42.253560232,193,01033,GRANBY,MA,42.253560232,-72.525698729,42.253560232,-72.525698729
-72.934141492,42.0685222540001,194,01034,GRANVILLE,MA,42.068522254,-72.934141492,42.068522254,-72.934141492
-72.5729359809999,42.356355969,195,01035,HADLEY,MA,42.356355969,-72.572935981,42.356355969,-72.572935981
-72.427045342,42.0658135460001,196,01036,HAMPDEN,MA,42.065813546,-72.427045342,42.065813546,-72.427045342
-72.605400453,42.376239033,197,01038,HATFIELD,MA,42.376239033,-72.605400453,42.376239033,-72.605400453
-72.690545476,42.391581172,198,01039,HAYDENVILLE,MA,42.391581172,-72.690545476,42.391581172,-72.690545476
-72.626168507,42.202484559,199,01040,HOLYOKE,MA,42.202484559,-72.626168507,42.202484559,-72.626168507
-72.6146974229999,42.2020301220001,200,01041,HOLYOKE,MA,42.202030122,-72.614697423,42.202030122,-72.614697423
-72.865437839,42.2675720770001,201,01050,HUNTINGTON,MA,42.267572077,-72.865437839,42.267572077,-72.865437839
-72.698668519,42.3522976300001,202,01053,LEEDS,MA,42.35229763,-72.698668519,42.35229763,-72.698668519
-72.497009207,42.468779322,203,01054,LEVERETT,MA,42.468779322,-72.497009207,42.468779322,-72.497009207
-72.4699387759999,42.173375343,204,01056,LUDLOW,MA,42.173375343,-72.469938776,42.173375343,-72.469938776
-72.321319494,42.097930537,205,01057,MONSON,MA,42.097930537,-72.321319494,42.097930537,-72.321319494
-72.6364300509999,42.324184475,206,01060,NORTHAMPTON,MA,42.324184475,-72.636430051,42.324184475,-72.636430051
-72.6271629999999,42.3216120000001,207,01061,NORTHAMPTON,MA,42.321612,-72.627163,42.321612,-72.627163
-72.6778407469999,42.3258388360001,208,01062,FLORENCE,MA,42.325838836,-72.677840747,42.325838836,-72.677840747
-72.05266398,42.3489796970001,209,01068,OAKHAM,MA,42.348979697,-72.05266398,42.348979697,-72.05266398
-72.324353807,42.1700368300001,210,01069,PALMER,MA,42.17003683,-72.324353807,42.17003683,-72.324353807
-72.920993698,42.516928906,211,01070,PLAINFIELD,MA,42.516928906,-72.920993698,42.516928906,-72.920993698
-72.857232337,42.1616497580001,212,01071,RUSSELL,MA,42.161649758,-72.857232337,42.161649758,-72.857232337
-72.428015628,42.468744934,213,01072,SHUTESBURY,MA,42.468744934,-72.428015628,42.468744934,-72.428015628
-72.7175470669999,42.2257466930001,214,01073,SOUTHAMPTON,MA,42.225746693,-72.717547067,42.225746693,-72.717547067
-72.583136269,42.2376043780001,215,01075,SOUTH HADLEY,MA,42.237604378,-72.583136269,42.237604378,-72.583136269
-72.769547254,42.0536724890001,216,01077,SOUTHWICK,MA,42.053672489,-72.769547254,42.053672489,-72.769547254
-72.362651596,42.181195383,217,01080,THREE RIVERS,MA,42.181195383,-72.362651596,42.181195383,-72.362651596
-72.225580209,42.059810392,218,01081,WALES,MA,42.059810392,-72.225580209,42.059810392,-72.225580209
-72.2575923369999,42.2645793630001,219,01082,WARE,MA,42.264579363,-72.257592337,42.264579363,-72.257592337
-72.881650469,42.377667612,220,01084,WEST CHESTERFIELD,MA,42.377667612,-72.881650469,42.377667612,-72.881650469
-72.749353518,42.128523472,221,01085,WESTFIELD,MA,42.128523472,-72.749353518,42.128523472,-72.749353518
-72.6374440609999,42.387191267,222,01088,WEST HATFIELD,MA,42.387191267,-72.637444061,42.387191267,-72.637444061
-72.6389902349999,42.1157405370001,223,01089,WEST SPRINGFIELD,MA,42.115740537,-72.638990235,42.115740537,-72.638990235
-72.621969,42.1062010000001,224,01090,WEST SPRINGFIELD,MA,42.106201,-72.621969,42.106201,-72.621969
-72.443856879,42.1309197840001,225,01095,WILBRAHAM,MA,42.130919784,-72.443856879,42.130919784,-72.443856879
-72.7675971799999,42.411740104,226,01096,WILLIAMSBURG,MA,42.411740104,-72.76759718,42.411740104,-72.76759718
-72.9365152459999,42.397840854,227,01098,WORTHINGTON,MA,42.397840854,-72.936515246,42.397840854,-72.936515246
-72.597415,42.106324,228,01101,SPRINGFIELD,MA,42.106324,-72.597415,42.106324,-72.597415
-72.5883084339999,42.1035222080001,229,01103,SPRINGFIELD,MA,42.103522208,-72.588308434,42.103522208,-72.588308434
-72.577797897,42.1286743470001,230,01104,SPRINGFIELD,MA,42.128674347,-72.577797897,42.128674347,-72.577797897
-72.5782454329999,42.101359561,231,01105,SPRINGFIELD,MA,42.101359561,-72.578245433,42.101359561,-72.578245433
-72.5663871849999,42.051525064,232,01106,LONGMEADOW,MA,42.051525064,-72.566387185,42.051525064,-72.566387185
-72.606587369,42.1188350250001,233,01107,SPRINGFIELD,MA,42.118835025,-72.606587369,42.118835025,-72.606587369
-72.5583808549999,42.08538429,234,01108,SPRINGFIELD,MA,42.08538429,-72.558380855,42.08538429,-72.558380855
-72.551750145,42.116489636,235,01109,SPRINGFIELD,MA,42.116489636,-72.551750145,42.116489636,-72.551750145
-72.5529999999999,42.0447,236,01116,LONGMEADOW,MA,42.0447,-72.553,42.0447,-72.553
-72.527908156,42.0930357180001,237,01118,SPRINGFIELD,MA,42.093035718,-72.527908156,42.093035718,-72.527908156
-72.510983907,42.1272609310001,238,01119,SPRINGFIELD,MA,42.127260931,-72.510983907,42.127260931,-72.510983907
-72.488332995,42.0958885810001,239,01128,SPRINGFIELD,MA,42.095888581,-72.488332995,42.095888581,-72.488332995
-72.488337755,42.1241534480001,240,01129,SPRINGFIELD,MA,42.124153448,-72.488337755,42.124153448,-72.488337755
-72.5633309999999,42.087164,241,01138,SPRINGFIELD,MA,42.087164,-72.563331,42.087164,-72.563331
-72.560604,42.1126780000001,242,01139,SPRINGFIELD,MA,42.112678,-72.560604,42.112678,-72.560604
-72.5036990259999,42.1546945360001,243,01151,INDIAN ORCHARD,MA,42.154694536,-72.503699026,42.154694536,-72.503699026
-73.248544011,42.4519321290001,244,01201,PITTSFIELD,MA,42.451932129,-73.248544011,42.451932129,-73.248544011
-73.248752,42.449464,245,01202,PITTSFIELD,MA,42.449464,-73.248752,42.449464,-73.248752
-73.117659061,42.623507536,246,01220,ADAMS,MA,42.623507536,-73.117659061,42.623507536,-73.117659061
-73.31592975,42.0600396740001,247,01222,ASHLEY FALLS,MA,42.060039674,-73.31592975,42.060039674,-73.31592975
-73.0860358209999,42.294433396,248,01223,BECKET,MA,42.294433396,-73.086035821,42.294433396,-73.086035821
-73.1993213979999,42.506298056,249,01224,BERKSHIRE,MA,42.506298056,-73.199321398,42.506298056,-73.199321398
